"id","name","price","currency","categoryId","url","vendorCode"
"990310599432","Патрон токарный 3-кулачковый Ø800","189000.00","RUB","835716645002","https://project17325576.tilda.ws/tproduct/990310599432-patron-tokarnii-3-kulachkovii-800","P3-800-G2675"
"964490995342","Патрон токарный 4-кулачковый Ø800","198500.00","RUB","835716645002","https://project17325576.tilda.ws/tproduct/964490995342-patron-tokarnii-4-kulachkovii-800","P4-800-G2675"
