"id","name","vendor","vendorCode","price","currency","categoryId","url","count","available"
"990310599432","Патрон токарный 3-кулачковый Ø800","ТД РУССтанкоСбыт","P3-800-G2675","189000.00","RUB","835716645002","https://project17325576.tilda.ws/tproduct/990310599432-patron-tokarnii-3-kulachkovii-800","9999","true"
